Emp ID,satisfaction_level,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,promotion_last_5years,dept,salary,Employment_status
12088,0.44,0.45,2,132,3,0,0,sales,low,no
12089,0.37,0.57,2,130,3,0,0,sales,low,no
12090,0.1,0.79,6,291,4,0,0,sales,low,no
12091,0.4,0.5,2,130,3,0,0,sales,low,no
12092,0.89,1.0,5,246,5,0,0,sales,low,no
12093,0.42,0.48,2,143,3,0,0,sales,low,no
12094,0.46,0.55,2,129,3,0,0,sales,low,no
12095,0.09,0.83,6,255,4,0,0,sales,low,no
12096,0.37,0.51,2,155,3,0,0,sales,low,no
12097,0.1,0.77,6,265,4,0,0,sales,low,no
12098,0.1,0.84,6,279,4,0,0,sales,low,no
12099,0.11,0.97,6,284,4,0,0,sales,low,no
12100,0.9,1.0,5,221,6,0,0,sales,medium,no
12101,0.38,0.52,2,154,3,0,0,sales,medium,no
12102,0.36,0.52,2,147,3,0,0,sales,medium,no
12103,0.42,0.46,2,150,3,0,0,sales,medium,no
12104,0.09,0.94,7,267,4,0,0,sales,medium,no
12105,0.43,0.52,2,158,3,0,0,sales,medium,no
12106,0.24,0.46,7,224,5,0,0,accounting,medium,no
12107,0.91,1.0,4,257,5,0,0,accounting,medium,no
12108,0.44,0.5,2,148,3,0,0,accounting,medium,no
12109,0.71,0.87,3,177,4,0,0,hr,medium,no
12110,0.4,0.49,2,155,3,0,0,hr,medium,no
12111,0.43,0.47,2,144,3,0,0,hr,medium,no
12112,0.09,0.85,6,289,4,0,0,hr,high,no
12113,0.43,0.52,2,160,3,0,0,technical,low,no
12114,0.9,0.96,4,258,5,0,0,technical,medium,no
12115,0.84,1.0,5,234,5,0,0,technical,medium,no
12116,0.37,0.48,2,137,3,0,0,technical,medium,no
12117,0.86,0.68,5,263,2,0,0,technical,medium,no
12118,0.11,0.84,6,251,4,0,0,technical,low,no
12119,0.37,0.57,2,133,3,0,0,technical,low,no
12120,0.4,0.46,2,132,3,0,0,technical,low,no
12121,0.14,0.62,4,158,4,1,0,technical,low,no
12122,0.4,0.46,2,135,3,0,0,technical,low,no
12123,0.75,1.0,4,216,6,0,0,technical,low,no
12124,0.11,0.84,6,300,5,1,0,support,low,no
12125,0.46,0.49,2,138,3,0,0,support,low,no
12126,0.11,0.92,6,260,4,0,0,support,low,no
12127,0.38,0.49,2,132,3,0,0,support,low,no
12128,0.7,0.89,3,183,5,0,0,support,low,no
12129,0.09,0.82,6,250,4,0,0,support,low,no
12130,0.37,0.45,2,151,3,0,0,support,low,no
12131,0.1,0.83,6,292,4,0,0,support,low,no
12132,0.38,0.57,2,140,3,0,0,support,low,no
12133,0.9,1.0,5,221,5,0,0,support,low,no
12134,0.44,0.51,2,138,3,0,0,support,low,no
12135,0.36,0.5,2,132,3,0,0,technical,low,no
12136,0.31,0.84,7,133,5,0,0,technical,low,no
12137,0.1,0.84,6,283,4,1,0,technical,low,no
12138,0.42,0.48,2,129,3,0,0,management,low,no
12139,0.74,1.0,4,249,5,0,0,IT,low,no
12140,0.73,0.87,5,257,5,0,0,IT,low,no
12141,0.09,0.96,6,245,4,0,0,IT,low,no
12142,0.45,0.53,2,155,3,0,0,IT,low,no
12143,0.11,0.8,6,256,4,0,0,IT,low,no
12144,0.37,0.47,2,152,3,0,0,product_mng,low,no
12145,0.84,0.99,4,267,5,0,0,product_mng,low,no
12146,0.41,0.46,2,151,3,0,0,product_mng,low,no
12147,0.76,0.92,4,239,5,0,0,product_mng,low,no
12148,0.11,0.87,6,306,4,0,0,IT,low,no
12149,0.84,0.88,4,263,5,1,0,marketing,low,no
12150,0.39,0.5,2,147,3,0,0,marketing,low,no
12151,0.11,0.91,6,278,4,0,0,marketing,low,no
12152,0.45,0.56,2,154,3,0,0,marketing,low,no
12153,0.37,0.52,2,143,3,0,0,marketing,low,no
12154,0.4,0.52,2,155,3,0,0,marketing,low,no
12155,0.39,0.48,2,160,3,0,0,sales,low,no
12156,0.11,0.8,6,304,4,0,0,accounting,low,no
12157,0.83,1.0,5,240,5,0,0,support,low,no
12158,0.11,0.92,6,305,4,0,0,technical,low,no
12159,0.39,0.5,2,136,3,0,0,management,low,no
12160,0.45,0.45,2,132,3,0,0,marketing,low,no
12161,0.1,0.95,7,301,4,0,0,marketing,low,no
12162,0.9,0.98,5,243,6,0,0,marketing,low,no
12163,0.45,0.51,2,147,3,0,0,sales,low,no
12164,0.79,0.89,5,239,5,0,0,sales,low,no
12165,0.9,0.99,5,260,5,0,0,sales,low,no
12166,0.11,0.84,7,296,4,0,0,sales,low,no
12167,0.43,0.55,2,129,3,0,0,sales,low,no
12168,0.31,0.54,5,132,5,0,0,sales,low,no
12169,0.32,0.5,2,135,5,0,0,sales,low,no
12170,0.45,0.57,2,158,3,0,0,sales,low,no
12171,0.81,0.99,4,259,5,0,0,sales,low,no
12172,0.41,0.46,2,160,3,0,1,sales,low,no
12173,0.11,0.78,7,278,4,0,0,sales,low,no
12174,0.1,0.88,6,284,4,0,0,sales,low,no
12175,0.7,0.53,2,274,4,0,0,sales,low,no
12176,0.54,0.74,4,164,2,0,0,sales,low,no
12177,0.41,0.48,2,148,3,0,0,sales,low,no
12178,0.38,0.5,2,140,3,0,0,sales,medium,no
12179,0.37,0.51,2,127,3,0,0,sales,medium,no
12180,0.11,0.85,6,308,5,0,0,sales,medium,no
12181,0.4,0.47,2,146,3,0,0,sales,medium,no
12182,0.1,0.84,6,261,4,0,0,accounting,medium,no
12183,0.89,0.99,5,257,5,0,0,accounting,medium,no
12184,0.11,0.8,6,285,4,0,0,accounting,medium,no
12185,0.36,0.55,2,141,3,0,0,hr,medium,no
12186,0.4,0.46,2,127,3,0,0,hr,medium,no
12187,0.09,0.85,6,297,4,0,0,hr,medium,no
12188,0.4,0.46,2,143,3,0,0,hr,medium,no
12189,0.37,0.55,2,152,3,0,0,technical,medium,no
12190,0.44,0.51,2,156,3,0,0,technical,high,no
12191,0.09,0.8,7,283,5,0,0,technical,low,no
12192,0.92,0.87,4,226,6,1,0,technical,medium,no
12193,0.74,0.91,4,232,5,0,0,technical,medium,no
12194,0.09,0.82,6,249,4,0,0,technical,medium,no
12195,0.89,0.95,4,275,5,0,0,technical,medium,no
12196,0.09,0.8,6,304,4,0,0,technical,low,no
12197,0.27,0.54,7,278,3,0,0,technical,low,no
12198,0.1,0.91,6,287,4,0,0,technical,low,no
12199,0.1,0.89,7,285,4,0,0,technical,low,no
12200,0.77,0.94,5,226,6,0,0,support,low,no
12201,0.9,0.82,5,259,5,0,0,support,low,no
12202,0.39,0.5,2,135,3,0,0,support,low,no
12203,0.76,1.0,5,219,5,0,0,support,low,no
12204,0.1,0.93,6,256,4,0,0,support,low,no
12205,0.87,0.9,5,254,6,0,0,support,low,no
12206,0.38,0.5,2,153,3,0,0,support,low,no
12207,0.77,0.99,5,228,5,0,0,support,low,no
12208,0.78,0.87,4,228,5,0,0,support,low,no
12209,0.44,0.5,2,128,3,0,0,support,low,no
12210,0.38,0.52,2,153,3,0,0,support,low,no
12211,0.43,0.46,2,156,3,0,0,technical,low,no
12212,0.39,0.5,4,294,3,0,0,technical,low,no
12213,0.88,1.0,5,219,5,0,0,technical,low,no
12214,0.45,0.46,2,153,3,0,0,management,low,no
12215,0.4,0.53,2,151,3,0,0,IT,low,no
12216,0.36,0.51,2,155,3,0,0,IT,low,no
12217,0.36,0.48,2,158,3,0,0,IT,low,no
12218,0.9,0.98,5,245,5,0,0,IT,low,no
12219,0.43,0.53,2,131,3,0,0,IT,low,no
12220,0.89,0.87,5,225,5,0,0,product_mng,low,no
12221,0.1,0.84,6,286,4,0,0,product_mng,low,no
12222,0.37,0.5,2,135,3,0,0,product_mng,low,no
12223,0.37,0.51,2,153,3,0,0,product_mng,low,no
12224,0.87,0.9,5,252,5,0,0,IT,low,no
12225,0.4,0.56,2,149,3,0,0,accounting,low,no
12226,0.9,0.97,4,258,5,0,0,accounting,low,no
12227,0.37,0.46,2,158,3,0,0,hr,low,no
12228,0.44,0.54,2,149,3,0,0,hr,low,no
12229,0.85,0.95,5,236,5,0,0,hr,low,no
12230,0.78,0.98,5,239,6,0,0,marketing,low,no
12231,0.42,0.47,2,159,3,0,0,marketing,low,no
12232,0.92,0.99,5,255,6,0,0,sales,low,no
12233,0.11,0.83,6,244,4,0,0,accounting,low,no
12234,0.42,0.56,2,134,3,0,0,support,low,no
12235,0.48,0.57,4,270,4,0,0,technical,low,no
12236,0.83,0.85,4,255,5,0,0,management,low,no
12237,0.4,0.53,2,151,3,0,0,marketing,low,no
12238,0.43,0.45,2,135,3,0,0,marketing,low,no
12239,0.43,0.53,2,146,3,0,0,marketing,low,no
12240,0.1,0.97,7,254,4,0,0,sales,low,no
12241,0.1,0.87,7,289,4,0,0,sales,low,no
12242,0.37,0.46,2,156,3,0,0,sales,low,no
12243,0.38,0.53,2,156,3,0,0,sales,low,no
12244,0.4,0.5,2,128,3,0,0,sales,low,no
12245,0.89,0.86,5,275,5,0,0,sales,low,no
12246,0.45,0.46,2,155,3,0,0,sales,low,no
12247,0.37,0.48,2,159,3,0,0,sales,low,no
12248,0.46,0.49,2,148,3,0,0,sales,low,no
12249,0.87,0.91,4,228,5,0,0,sales,low,no
12250,0.11,0.84,6,298,4,0,0,sales,low,no
12251,0.79,0.87,5,261,5,0,0,sales,low,no
12252,0.79,0.92,5,254,6,0,0,sales,low,no
12253,0.19,0.59,7,192,3,0,0,sales,low,no
12254,0.87,0.98,4,248,5,0,0,sales,low,no
12255,0.6,0.92,2,258,5,0,0,sales,low,no
12256,0.44,0.45,2,156,3,0,0,sales,medium,no
12257,0.11,0.81,6,266,4,1,0,sales,medium,no
12258,0.42,0.54,2,156,3,0,0,sales,medium,no
12259,0.88,0.88,5,232,5,1,0,accounting,medium,no
12260,0.11,0.84,6,287,4,0,0,accounting,medium,no
12261,0.46,0.46,2,154,3,0,0,accounting,medium,no
12262,0.82,0.97,5,263,5,0,0,hr,medium,no
12263,0.44,0.56,2,131,3,0,0,hr,medium,no
12264,0.11,0.78,6,260,4,0,0,hr,medium,no
12265,0.42,0.5,2,139,3,0,0,hr,medium,no
12266,0.84,0.93,4,251,5,0,0,technical,medium,no
12267,0.11,0.95,6,286,4,0,0,technical,medium,no
12268,0.45,0.53,2,129,3,0,0,technical,high,no
12269,0.38,0.56,2,156,3,0,0,technical,low,no
12270,0.38,0.86,6,139,6,0,0,technical,medium,no
12271,0.44,0.51,2,127,3,0,0,technical,medium,no
12272,0.11,0.84,6,251,4,0,0,technical,medium,no
12273,0.81,0.93,5,270,5,0,0,technical,medium,no
12274,0.09,0.96,6,296,4,0,0,technical,low,no
12275,0.11,0.9,6,254,4,0,0,technical,low,no
12276,0.81,0.95,5,238,6,0,0,technical,low,no
12277,0.1,0.97,6,267,4,1,0,support,low,no
12278,0.74,0.89,5,229,6,0,0,support,low,no
12279,0.09,0.78,6,254,4,0,0,support,low,no
12280,0.82,0.81,4,233,4,1,0,support,low,no
12281,0.1,0.98,6,268,4,0,0,support,low,no
12282,0.27,0.56,3,301,3,0,0,support,low,no
12283,0.83,0.92,5,267,6,0,0,support,low,no
12284,0.1,0.93,6,289,4,1,0,support,low,no
12285,0.38,0.47,2,144,3,0,0,support,low,no
12286,0.4,0.56,2,148,3,0,0,support,low,no
12287,0.11,0.83,6,306,4,0,0,support,low,no
12288,0.11,0.79,6,292,4,0,1,technical,low,no
12289,0.82,0.91,5,232,5,0,0,technical,low,no
12290,0.36,0.48,2,137,3,0,0,technical,low,no
12291,0.4,0.46,2,128,3,0,0,management,low,no
12292,0.87,0.84,5,231,5,0,0,IT,low,no
12293,0.41,0.49,2,146,3,0,0,IT,low,no
12294,0.11,0.91,6,308,4,1,0,IT,low,no
12295,0.1,0.93,6,253,4,0,0,IT,medium,no
12296,0.38,0.51,2,146,3,0,0,IT,medium,no
12297,0.39,0.55,2,156,3,0,0,product_mng,medium,no
12298,0.4,0.52,2,147,3,0,0,product_mng,medium,no
12299,0.45,0.48,2,136,3,0,0,product_mng,medium,no
12300,0.74,0.84,5,249,5,0,0,product_mng,medium,no
12301,0.45,0.55,2,151,3,0,0,IT,medium,no
12302,0.12,1.0,3,278,4,0,0,RandD,medium,no
12303,0.1,0.77,7,250,5,0,0,RandD,medium,no
12304,0.37,0.55,2,127,3,0,0,RandD,medium,no
12305,0.89,0.87,5,255,5,0,0,RandD,medium,no
12306,0.45,0.47,2,135,3,0,0,RandD,medium,no
12307,0.37,0.46,2,149,3,0,0,marketing,high,no
12308,0.11,0.81,5,287,4,0,0,sales,low,no
12309,0.41,0.48,2,145,3,0,0,accounting,medium,no
12310,0.1,0.94,6,285,4,0,0,support,medium,no
12311,0.1,0.93,7,305,4,0,0,technical,medium,no
12312,0.11,0.95,7,300,4,0,0,management,medium,no
12313,0.4,0.54,2,139,3,0,0,marketing,low,no
12314,0.41,0.49,2,130,3,0,0,marketing,low,no
12315,0.1,0.81,6,268,4,0,0,marketing,low,no
12316,0.73,0.86,4,245,6,0,0,sales,low,no
12317,0.43,0.47,2,135,3,0,0,sales,low,no
12318,0.37,0.46,2,153,3,0,0,sales,low,no
12319,0.11,0.94,6,276,4,0,0,sales,low,no
12320,0.4,0.46,2,130,3,0,0,sales,low,no
12321,0.41,0.54,2,153,3,1,0,sales,low,no
12322,0.82,0.84,5,244,5,0,0,sales,low,no
12323,0.61,0.47,2,253,3,0,0,sales,low,no
12324,0.11,0.91,7,287,4,0,0,sales,low,no
12325,0.37,0.45,2,131,3,0,0,sales,low,no
12326,0.41,0.52,2,135,3,0,0,sales,low,no
12327,0.37,0.52,2,157,3,0,0,sales,low,no
12328,0.88,0.99,5,262,6,0,0,sales,low,no
12329,0.1,0.85,6,266,4,0,0,sales,low,no
12330,0.44,0.48,2,148,3,0,0,sales,low,no
12331,0.38,0.57,2,140,3,0,0,sales,low,no
12332,0.11,0.85,7,302,4,0,0,sales,low,no
12333,0.09,0.98,6,271,4,0,0,sales,low,no
12334,0.45,0.52,2,145,3,0,0,sales,medium,no
12335,0.1,0.81,6,290,4,0,0,accounting,medium,no
12336,0.45,0.47,2,151,3,0,0,accounting,medium,no
12337,0.77,0.87,5,266,5,0,0,accounting,medium,no
12338,0.44,0.51,2,140,3,0,0,hr,medium,no
12339,0.39,0.5,2,142,3,0,0,hr,medium,no
12340,0.1,0.91,6,246,4,0,0,hr,medium,no
12341,0.09,0.89,7,308,5,0,0,hr,medium,no
12342,0.37,0.47,2,141,3,0,0,technical,medium,no
12343,0.9,1.0,5,232,5,0,0,technical,medium,no
12344,0.41,0.56,2,143,3,0,0,technical,medium,no
12345,0.37,0.52,2,155,3,0,0,technical,medium,no
12346,0.1,0.86,6,278,4,0,0,technical,high,no
12347,0.81,1.0,4,253,5,0,0,technical,low,no
12348,0.11,0.8,6,282,4,0,0,technical,medium,no
12349,0.11,0.84,7,264,4,0,0,technical,medium,no
12350,0.4,0.46,2,149,3,0,0,technical,medium,no
12351,0.09,0.8,6,304,5,0,0,technical,medium,no
12352,0.48,0.93,3,219,6,0,0,technical,low,no
12353,0.91,0.91,4,262,6,0,0,support,low,no
12354,0.43,0.57,2,135,3,0,0,support,low,no
12355,0.33,0.88,6,219,5,0,0,support,low,no
12356,0.41,0.57,2,136,3,0,0,support,low,no
12357,0.41,0.55,2,154,3,0,0,support,low,no
12358,0.37,0.54,2,149,3,0,0,support,low,no
12359,0.31,0.62,6,135,5,0,0,support,low,no
12360,0.09,0.91,6,275,4,0,0,support,low,no
12361,0.1,0.87,6,290,4,0,0,support,low,no
12362,0.76,0.9,4,263,5,0,0,support,low,no
12363,0.41,0.54,2,145,3,0,0,support,low,no
12364,0.72,0.96,5,267,5,0,0,technical,low,no
12365,0.4,0.5,2,141,3,1,0,technical,low,no
12366,0.91,0.87,4,235,5,0,0,technical,low,no
12367,0.1,0.83,6,258,4,0,0,management,low,no
12368,0.4,0.56,2,131,3,0,0,IT,low,no
12369,0.82,0.86,5,243,5,0,0,IT,low,no
12370,0.1,0.82,6,266,4,0,0,IT,low,no
12371,0.37,0.45,2,142,3,0,0,IT,low,no
12372,0.36,0.51,2,135,3,0,0,IT,low,no
12373,0.39,0.48,2,141,3,0,0,product_mng,medium,no
12374,0.36,0.57,2,142,3,0,0,product_mng,medium,no
12375,0.86,0.84,5,254,5,0,0,product_mng,medium,no
12376,0.73,0.99,5,262,5,0,0,product_mng,medium,no
12377,0.56,0.71,4,296,2,0,0,IT,medium,no
12378,0.44,0.56,2,158,3,0,0,accounting,medium,no
12379,0.31,0.56,4,238,2,0,0,accounting,medium,no
12380,0.77,0.93,4,231,5,0,0,hr,medium,no
12381,0.44,0.45,2,156,3,0,0,hr,medium,no
12382,0.38,0.46,2,145,3,0,0,hr,medium,no
12383,0.45,0.48,2,144,3,0,0,marketing,medium,no
12384,0.38,0.51,2,159,3,0,0,sales,medium,no
12385,0.36,0.48,2,156,3,0,0,accounting,high,no
12386,0.75,0.9,5,256,5,0,0,support,low,no
12387,0.1,0.93,6,298,4,0,0,technical,medium,no
12388,0.1,0.97,6,247,4,0,0,management,medium,no
12389,0.45,0.5,2,157,3,0,0,marketing,medium,no
12390,0.42,0.57,2,154,3,1,0,marketing,medium,no
12391,0.78,1.0,4,253,5,0,0,marketing,low,no
12392,0.45,0.55,2,148,3,0,0,sales,low,no
12393,0.84,1.0,4,261,5,0,0,sales,low,no
12394,0.11,0.93,6,282,4,0,0,sales,low,no
12395,0.42,0.56,2,133,3,0,0,sales,low,no
12396,0.45,0.46,2,128,3,0,0,sales,low,no
12397,0.46,0.57,2,139,3,0,0,sales,low,no
12398,0.09,0.79,6,293,5,0,0,sales,low,no
12399,0.87,0.83,4,265,6,0,0,sales,low,no
12400,0.1,0.87,6,250,4,0,0,sales,low,no
12401,0.91,1.0,5,251,6,0,0,sales,low,no
12402,0.76,0.92,4,246,5,0,0,sales,low,no
12403,0.74,1.0,5,275,5,0,0,sales,low,no
12404,0.92,0.93,5,240,5,0,0,sales,low,no
12405,0.76,0.87,5,245,5,0,0,sales,low,no
12406,0.47,0.5,4,254,4,0,0,sales,low,no
12407,0.73,0.99,5,241,5,0,0,sales,low,no
12408,0.09,0.94,6,257,4,0,0,sales,low,no
12409,0.91,0.92,4,246,5,0,0,sales,low,no
12410,0.82,0.98,4,233,5,0,0,sales,low,no
12411,0.28,0.45,6,218,4,0,0,accounting,low,no
12412,0.84,0.99,4,262,6,0,0,accounting,medium,no
12413,0.45,0.53,2,138,3,0,0,accounting,medium,no
12414,0.45,0.54,2,142,3,0,0,hr,medium,no
12415,0.91,0.97,5,233,5,0,0,hr,medium,no
12416,0.42,0.48,2,155,3,0,0,hr,medium,no
12417,0.82,1.0,4,229,6,0,0,hr,medium,no
12418,0.11,0.9,6,264,4,0,0,technical,medium,no
12419,0.42,0.53,3,199,4,0,0,technical,medium,no
12420,0.82,0.85,4,223,5,0,0,technical,medium,no
12421,0.09,0.96,6,268,4,0,0,technical,medium,no
12422,0.1,0.94,6,287,4,0,0,technical,medium,no
12423,0.86,1.0,5,257,5,0,0,technical,medium,no
12424,0.4,0.46,2,143,3,0,0,technical,high,no
12425,0.45,0.46,2,130,3,0,0,technical,low,no
12426,0.42,0.51,2,136,3,0,0,technical,medium,no
12427,0.74,0.92,4,261,5,0,0,technical,medium,no
12428,0.55,0.6,3,180,4,0,0,technical,medium,no
12429,0.37,0.45,2,126,3,0,0,support,medium,no
12430,0.41,0.52,2,127,3,1,0,support,low,no
12431,0.89,0.65,5,195,6,0,0,support,low,no
12432,0.41,0.57,2,160,3,0,0,support,low,no
12433,0.44,0.51,2,150,3,0,0,support,low,no
12434,0.87,0.84,4,264,6,0,0,support,low,no
12435,0.1,0.84,6,309,4,0,0,support,low,no
12436,0.41,0.47,2,135,3,0,0,support,low,no
12437,0.11,0.85,6,261,4,0,0,support,low,no
12438,0.43,0.53,2,160,3,0,0,support,low,no
12439,0.77,0.9,4,237,5,0,0,support,low,no
12440,0.41,0.52,2,136,3,0,0,technical,low,no
12441,0.41,0.48,2,139,3,0,0,technical,low,no
12442,0.36,0.78,2,151,4,0,0,technical,low,no
12443,0.77,1.0,5,229,5,0,0,management,low,no
12444,0.81,0.98,5,245,5,0,0,IT,low,no
12445,0.39,0.54,2,127,3,0,0,IT,low,no
12446,0.09,0.94,6,283,5,0,0,IT,low,no
12447,0.44,0.46,2,143,3,0,0,IT,low,no
12448,0.1,0.84,5,298,4,0,0,IT,low,no
12449,0.36,0.48,2,159,3,0,0,product_mng,low,no
12450,0.81,0.92,5,239,5,0,0,product_mng,low,no
12451,0.81,0.9,4,226,5,0,0,product_mng,medium,no
12452,0.85,0.98,5,248,5,0,0,product_mng,medium,no
12453,0.1,0.87,6,286,4,0,0,IT,medium,no
12454,0.37,0.54,2,145,3,0,0,RandD,medium,no
12455,0.09,0.97,7,254,4,1,0,RandD,medium,no
12456,0.44,0.53,2,127,3,0,0,RandD,medium,no
12457,0.86,0.93,5,223,5,0,0,RandD,medium,no
12458,0.77,1.0,4,255,5,0,0,RandD,medium,no
12459,0.41,0.48,2,136,3,0,0,marketing,medium,no
12460,0.4,0.48,2,137,3,0,0,sales,medium,no
12461,0.43,0.49,2,135,3,0,0,accounting,medium,no
12462,0.43,0.5,2,137,3,0,0,support,medium,no
12463,0.8,0.53,3,255,5,0,0,technical,high,no
12464,0.8,0.85,4,273,5,0,0,management,low,no
12465,0.82,0.98,5,234,5,0,0,marketing,medium,no
12466,0.37,0.54,2,152,3,0,0,marketing,medium,no
12467,0.37,0.48,2,134,3,0,0,marketing,medium,no
12468,0.09,0.95,6,292,4,0,0,sales,medium,no
12469,0.9,0.92,5,245,5,0,0,sales,low,no
12470,0.41,0.52,2,159,3,0,0,sales,low,no
12471,0.1,0.85,6,260,4,0,0,sales,low,no
12472,0.44,0.53,2,149,3,0,0,sales,low,no
12473,0.89,0.85,5,266,5,0,0,sales,low,no
12474,0.42,0.56,2,149,3,0,0,sales,low,no
12475,0.87,1.0,5,242,5,0,0,sales,low,no
12476,0.45,0.57,2,134,3,0,0,sales,low,no
12477,0.11,0.87,5,271,4,0,0,sales,low,no
12478,0.09,0.79,6,275,4,0,0,sales,low,no
12479,0.76,0.83,5,227,5,0,0,sales,low,no
12480,0.11,0.96,7,277,5,0,0,sales,low,no
12481,0.37,0.49,2,151,3,0,0,sales,low,no
12482,0.1,0.79,6,274,4,0,0,sales,low,no
12483,0.77,0.87,4,242,6,0,0,sales,low,no
12484,0.42,0.54,2,143,3,1,0,sales,low,no
12485,0.38,0.52,2,145,3,0,0,sales,low,no
12486,0.32,0.95,5,172,2,0,0,sales,low,no
12487,0.38,0.49,2,135,3,0,0,accounting,low,no
12488,0.19,1.0,4,192,4,0,0,accounting,low,no
12489,0.1,0.83,7,276,4,0,0,accounting,low,no
12490,0.76,0.88,4,206,4,0,0,hr,medium,no
12491,0.53,0.56,4,281,6,0,0,hr,medium,no
12492,0.39,0.51,2,151,3,0,0,hr,medium,no
12493,0.11,0.83,6,244,4,0,0,hr,medium,no
12494,0.1,0.94,6,309,4,0,0,technical,medium,no
12495,0.84,1.0,5,218,5,0,0,technical,medium,no
12496,0.82,0.99,4,263,6,0,0,technical,medium,no
12497,0.1,0.82,6,244,4,0,0,technical,medium,no
12498,0.59,0.49,7,263,4,0,0,technical,medium,no
12499,0.44,0.48,2,143,3,0,0,technical,medium,no
12500,0.89,0.95,2,181,5,0,0,technical,medium,no
12501,0.91,0.84,5,265,5,0,0,technical,medium,no
12502,0.66,0.57,5,161,5,0,0,technical,high,no
12503,0.11,0.87,7,282,5,0,0,technical,low,no
12504,0.43,0.51,2,155,3,0,0,technical,medium,no
12505,0.78,0.83,4,217,6,0,0,support,medium,no
12506,0.11,0.97,6,289,5,0,0,support,medium,no
12507,0.83,0.98,4,259,5,0,0,support,medium,no
12508,0.39,0.54,2,158,3,0,0,support,low,no
12509,0.38,0.55,2,158,3,0,0,support,low,no
12510,0.37,0.57,2,155,3,0,0,support,low,no
12511,0.44,0.48,2,146,3,0,0,support,low,no
12512,0.53,0.85,2,164,5,0,0,support,low,no
12513,0.09,0.96,6,259,4,0,0,support,low,no
12514,0.11,0.89,6,293,4,0,0,support,low,no
12515,0.83,0.96,5,275,5,0,0,support,low,no
12516,0.88,1.0,5,219,6,1,0,technical,low,no
12517,0.1,0.89,6,247,4,0,0,technical,low,no
12518,0.09,0.86,7,309,4,0,0,technical,low,no
12519,0.44,0.54,2,151,3,0,0,management,low,no
12520,0.39,0.51,2,129,3,0,0,IT,low,no
12521,0.87,0.94,4,274,5,0,0,IT,low,no
12522,0.74,0.99,4,233,5,0,0,IT,low,no
12523,0.1,0.95,7,289,4,0,0,IT,low,no
12524,0.74,0.82,4,239,6,0,0,IT,low,no
12525,0.75,0.99,5,221,5,0,0,product_mng,low,no
12526,0.41,0.56,2,150,3,0,0,product_mng,low,no
12527,0.41,0.45,2,144,3,1,0,product_mng,low,no
12528,0.09,0.9,7,289,4,0,0,product_mng,low,no
12529,0.09,0.8,6,301,5,0,0,IT,medium,no
12530,0.39,0.57,2,145,3,0,0,accounting,medium,no
12531,0.4,0.56,2,137,3,0,0,accounting,medium,no
12532,0.37,0.54,2,131,3,1,0,hr,medium,no
12533,0.1,0.84,6,246,4,0,0,hr,medium,no
12534,0.43,0.51,2,136,3,0,0,hr,medium,no
12535,0.75,0.85,5,240,6,1,0,marketing,medium,no
12536,0.37,0.56,2,156,3,0,0,sales,medium,no
12537,0.11,0.85,6,305,4,0,0,accounting,medium,no
12538,0.45,0.45,2,154,3,1,0,support,medium,no
12539,0.87,1.0,5,261,5,1,0,technical,medium,no
12540,0.11,0.94,7,244,4,0,0,management,medium,no
12541,0.45,0.54,2,129,3,0,0,marketing,high,no
12542,0.81,0.87,4,254,5,0,0,marketing,low,no
12543,0.77,0.91,5,236,5,0,0,marketing,medium,no
12544,0.89,0.92,5,237,5,0,0,sales,medium,no
12545,0.43,0.49,2,135,3,0,0,sales,medium,no
12546,0.78,1.0,5,236,5,0,0,sales,medium,no
12547,0.37,0.47,2,149,3,0,0,sales,low,no
12548,0.37,0.5,2,141,3,0,0,sales,low,no
12549,0.85,0.82,4,270,5,0,0,sales,low,no
12550,0.41,0.47,2,138,3,0,0,sales,low,no
12551,0.11,0.96,6,298,4,0,0,sales,low,no
12552,0.75,0.99,5,254,5,0,0,sales,low,no
12553,0.82,0.85,5,248,5,0,0,sales,low,no
12554,0.79,1.0,5,257,6,0,0,sales,low,no
12555,0.43,0.53,2,150,3,0,0,sales,low,no
12556,0.1,0.9,7,281,4,0,0,sales,low,no
12557,0.46,0.48,2,141,3,1,0,sales,low,no
12558,0.43,0.57,2,157,3,0,0,sales,low,no
12559,0.43,0.55,2,136,3,0,0,sales,low,no
12560,0.11,0.8,7,296,4,0,0,sales,low,no
12561,0.09,0.86,6,279,4,0,0,sales,low,no
12562,0.37,0.53,2,131,3,0,0,sales,low,no
12563,0.4,0.57,2,160,3,0,0,accounting,low,no
12564,0.1,0.77,7,291,4,0,0,accounting,low,no
12565,0.41,0.53,2,157,3,0,0,accounting,low,no
12566,0.79,0.58,3,294,4,0,0,hr,low,no
12567,0.11,0.79,7,310,4,0,0,hr,low,no
12568,0.1,0.97,6,282,4,0,0,hr,medium,no
12569,0.44,0.51,2,134,3,0,0,hr,medium,no
12570,0.25,0.46,4,214,4,0,0,technical,medium,no
12571,0.44,0.52,2,137,3,0,0,technical,medium,no
12572,0.73,1.0,4,252,5,0,0,technical,medium,no
12573,0.75,0.97,5,243,6,0,0,technical,medium,no
12574,0.36,0.47,2,148,3,0,0,technical,medium,no
12575,0.37,0.49,2,151,3,0,0,technical,medium,no
12576,0.39,0.49,2,129,3,0,0,technical,medium,no
12577,0.48,0.78,2,198,2,0,0,technical,medium,no
